打扫,228
跳绳,448
跳舞,300
郊外滑雪（8km/h）,600
插花,114
郊游,240
散步,132
工作,76
看电视,72
唱KTV,81
购物,180
看电影,66
爬楼梯,480
爬楼梯（1500级）,250
逛街,110
快跑（12km/h）,700
慢跑（9km/h）,655
开车,82
遛狗,130
打拳,450
读书,88
骑马,276
打桌球,300
烫衣服,120
手球,600
打网球,425
慢走(4km/h）,255
快走（8km/h）,555
坐公车（站着）,106
坐公车（坐着）,66
骑自行车（9km/h）,245
骑自行车（16km/h）,415
骑自行车（21km/h）,655
仰卧起坐,432
有氧运动（轻度）  ,275
有氧运动（中度）  ,350
打电话,66
打扫,228
打高尔夫,270
郊游,240
游泳（3km/h）,550
泡澡,168
体能训练,300
健身减肥操,300
走步机（6km/h）,345
轮式溜冰,350
洗衣服,114
洗碗,136
锯木,400
骑马,350
